id,title,composer,artist,key,time_signature,tempo,instrumentation,sections,dynamics,articulation,pedaling,matched_file_count,note_events,chord_events,view_count,duration_min,channel_follower_count,virality_coefficient,source,published_year,detected_language,country,source_paths,reference_count
ariana-grande-no-tears-left-to-cry-official-video::ariana-grande,Ariana Grande - no tears left to cry (Official Video),,Ariana Grande,,,,,,,,False,0,0,0,1300000000.0,3.225,6320000.0,205.69620253164558,most_viewed_2026,0,English,Unknown,,6
karol-g-anuel-aa-culpables-official-video::karol-g-anuel-aa,"KAROL G, Anuel AA - Culpables (Official Video)",,"KAROL G, Anuel AA",,,,,,,,False,0,0,0,1290000000.0,3.225,6320000.0,204.1139240506329,most_viewed_2026,0,English,Unknown,,6
mc-kevinho-olha-a-explos-o-kondzilla-official-music-video::mc-kevinho,MC Kevinho - Olha a Explosão (KondZilla) | Official Music Video,,MC Kevinho,,,,,,,,False,0,0,0,1290000000.0,3.225,6320000.0,204.1139240506329,most_viewed_2026,0,English,Unknown,,6
aayat-arif-hasbi-rabbi-tere-sadqay-main-aqa-ramzan-special-nasheed-2020-official-video::unknown,Aayat Arif | Hasbi Rabbi | Tere Sadqay Main Aqa | Ramzan Special Nasheed 2020 | Official Video,,Unknown,,,,,,,,False,0,0,0,1280000000.0,3.225,6320000.0,202.53164556962025,most_viewed_2026,2020,English,Unknown,,6
marshmello-anne-marie-friends-lyric-video-official-friendzone-anthem::marshmello-anne-marie,Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,,Marshmello & Anne-Marie,,,,,,,,False,0,0,0,1280000000.0,3.225,6320000.0,202.53164556962025,most_viewed_2026,0,English,Unknown,,6
zayn-pillowtalk-official-video::zayn,ZAYN - PILLOWTALK (Official Video),,ZAYN,,,,,,,,False,0,0,0,1280000000.0,3.225,6320000.0,202.53164556962025,most_viewed_2026,0,English,Unknown,,6
sam-smith-stay-with-me-official-music-video::sam-smith,Sam Smith - Stay With Me (Official Music Video),,Sam Smith,,,,,,,,False,0,0,0,1270000000.0,3.225,6320000.0,200.9493670886076,most_viewed_2026,0,English,Unknown,,6
romeo-santos-la-diabla-mi-santa-official-video-ft-tomatito::romeo-santos,Romeo Santos - La Diabla/Mi Santa (Official Video) ft. Tomatito,,Romeo Santos,,,,,,,,False,0,0,0,1260000000.0,3.225,6320000.0,199.36708860759492,most_viewed_2026,0,English,Unknown,,6
tove-lo-habits-stay-high-hippie-sabotage-remix::tove-lo,Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,,Tove Lo,,,,,,,,False,0,0,0,1260000000.0,3.225,6320000.0,199.36708860759492,most_viewed_2026,0,English,Unknown,,6
michel-tel-ai-se-eu-te-pego-video-oficial-assim-voc-me-mata::michel-tel,Michel Teló - Ai Se Eu Te Pego - Video Oficial (Assim você me mata),,Michel Teló,,,,,,,,False,0,0,0,1260000000.0,3.225,6320000.0,199.36708860759492,most_viewed_2026,0,English,Unknown,,6
david-guetta-play-hard-ft-ne-yo-akon-official-video::david-guetta,"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)",,David Guetta,,,,,,,,False,0,0,0,1260000000.0,3.225,6320000.0,199.36708860759492,most_viewed_2026,0,English,Unknown,,6
imagine-dragons-demons-official-music-video::imagine-dragons,Imagine Dragons - Demons (Official Music Video),,Imagine Dragons,,,,,,,,False,0,0,0,1260000000.0,3.225,6320000.0,199.36708860759492,most_viewed_2026,0,English,Unknown,,6
nelly-furtado-say-it-right-official-music-video::nelly-furtado,Nelly Furtado - Say It Right (Official Music Video),,Nelly Furtado,,,,,,,,False,0,0,0,1250000000.0,3.225,6320000.0,197.78481012658227,most_viewed_2026,0,English,Unknown,,6
bruno-mars-grenade-official-music-video::bruno-mars,Bruno Mars - Grenade (Official Music Video),,Bruno Mars,,,,,,,,False,0,0,0,1250000000.0,3.225,6320000.0,197.78481012658227,most_viewed_2026,0,English,Unknown,,6
bebe-rexha-meant-to-be-feat-florida-georgia-line-official-music-video::bebe-rexha,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],,Bebe Rexha,,,,,,,,False,0,0,0,1250000000.0,3.225,6320000.0,197.78481012658227,most_viewed_2026,0,English,Unknown,,6
no-doubt-don-t-speak-official-4k-music-video::no-doubt,No Doubt - Don't Speak (Official 4K Music Video),,No Doubt,,,,,,,,False,0,0,0,1250000000.0,3.225,6320000.0,197.78481012658227,most_viewed_2026,0,English,Unknown,,6
khalid-better-official-video::khalid,Khalid - Better (Official Video),,Khalid,,,,,,,,False,0,0,0,1240000000.0,3.225,6320000.0,196.20253164556962,most_viewed_2026,0,English,Unknown,,6
bella-wolfine-video-oficial::bella-wolfine,"Bella, Wolfine - Video Oficial",,"Bella, Wolfine",,,,,,,,False,0,0,0,1240000000.0,3.225,6320000.0,196.20253164556962,most_viewed_2026,0,English,Unknown,,6
hoobastank-the-reason-official-music-video::hoobastank,Hoobastank - The Reason (Official Music Video),,Hoobastank,,,,,,,,False,0,0,0,1240000000.0,3.225,6320000.0,196.20253164556962,most_viewed_2026,0,English,Unknown,,6
official-video-humnava-mere-song-jubin-nautiyal-manoj-muntashir-rocky-shiv-bhushan-kumar::official-video-humnava-mere-song-jubin-nautiyal-manoj-muntashir-rocky,Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky - Shiv | Bhushan Kumar,,Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky,,,,,,,,False,0,0,0,1240000000.0,3.225,6320000.0,196.20253164556962,most_viewed_2026,0,English,Unknown,,6
bruno-mars-locked-out-of-heaven-official-music-video::bruno-mars,Bruno Mars - Locked Out Of Heaven (Official Music Video),,Bruno Mars,,,,,,,,False,0,0,0,1240000000.0,3.225,6320000.0,196.20253164556962,most_viewed_2026,0,English,Unknown,,6
rihanna-umbrella-orange-version-official-music-video-ft-ja-z::rihanna,Rihanna - Umbrella (Orange Version) (Official Music Video) ft. JAŸ-Z,,Rihanna,,,,,,,,False,0,0,0,1240000000.0,3.225,6320000.0,196.20253164556962,most_viewed_2026,0,English,Unknown,,6
ariana-grande-break-free-official-video-ft-zedd::ariana-grande,Ariana Grande - Break Free (Official Video) ft. Zedd,,Ariana Grande,,,,,,,,False,0,0,0,1230000000.0,3.225,6320000.0,194.62025316455697,most_viewed_2026,0,English,Unknown,,6
bad-bunny-amorfoda-video-oficial::bad-bunny,BAD BUNNY - AMORFODA (Video Oficial),,BAD BUNNY,,,,,,,,False,0,0,0,1230000000.0,3.225,6320000.0,194.62025316455697,most_viewed_2026,0,English,Unknown,,6
miley-cyrus-wrecking-ball-official-video::miley-cyrus,Miley Cyrus - Wrecking Ball (Official Video),,Miley Cyrus,,,,,,,,False,0,0,0,1230000000.0,3.225,6320000.0,194.62025316455697,most_viewed_2026,0,English,Unknown,,6
cali-y-el-dandee-por-fin-te-encontr-ft-juan-mag-n-sebasti-n-yatra::cali-y-el-dandee,"Cali Y El Dandee - Por Fin Te Encontré ft. Juan Magán, Sebastián Yatra",,Cali Y El Dandee,,,,,,,,False,0,0,0,1230000000.0,3.225,6320000.0,194.62025316455697,most_viewed_2026,0,English,Unknown,,6
dj-snake-ft-justin-bieber-let-me-love-you-lyric-video::dj-snake-ft-justin-bieber,DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video],,DJ Snake ft. Justin Bieber,,,,,,,,False,0,0,0,1230000000.0,3.225,6320000.0,194.62025316455697,most_viewed_2026,0,English,Unknown,,6
biper-y-sus-amigos-el-patito-juan-video-oficial::biper-y-sus-amigos,Biper y sus amigos - El Patito Juan - Video Oficial,,Biper y sus amigos,,,,,,,,False,0,0,0,1230000000.0,3.225,6320000.0,194.62025316455697,most_viewed_2026,0,English,Unknown,,6
saad-lamjarred-lm3allem-exclusive-music-video::saad-lamjarred,Saad Lamjarred - LM3ALLEM (Exclusive Music Video) | (سعد لمجرد - لمعلم (فيديو كليب حصري,,Saad Lamjarred,,,,,,,,False,0,0,0,1220000000.0,3.225,6320000.0,193.0379746835443,most_viewed_2026,0,Arabic,Unknown,,6
foster-the-people-pumped-up-kicks-official-video::foster-the-people,Foster The People - Pumped Up Kicks (Official Video),,Foster The People,,,,,,,,False,0,0,0,1220000000.0,3.225,6320000.0,193.0379746835443,most_viewed_2026,0,English,Unknown,,6
maroon-5-one-more-night-official-music-video::maroon-5,Maroon 5 - One More Night (Official Music Video),,Maroon 5,,,,,,,,False,0,0,0,1220000000.0,3.225,6320000.0,193.0379746835443,most_viewed_2026,0,English,Unknown,,6
